id,sc,tc
1,31.0,46.9858681216735
2,31.0,46.983558265798415
3,31.0,46.3076107192984
4,31.0,45.98043460656695
5,31.0,46.922630618265615
6,31.0,46.427953449422766
7,31.0,45.73488728634493
8,31.0,45.70246403620209
9,31.0,46.870740297378426
10,31.0,46.00689293310699
